SITE_UPRN,SITE_NAME,PRIMARY_ADDRESS,STREET,LOCALITY,TOWN,COUNTY,POSTCODE,GIA,EASTING,NORTHING,PARISH,DISTRICT,SUBCLIENT,SITESTATUS,SITEFUNCTIONDETAIL 
231901,TWO LANES CENTRE,,BELVEDERE ROAD,,ILFRACOMBE,DEVON,EX34 9JH,344.00,251767.00,147546.00,Ilfracombe CP,NORTH DEVON,Adult & Community Learning,Freehold,Adult and Community Learning Centre
233601,TIVERTON GREAT HOUSE REGISTRARS OFFICES,1,ST PETER STREET,,TIVERTON,DEVON,EX16 6NY,78.00,295399.00,112564.00,Tiverton CP,MID DEVON,Registrars,Leasehold,Registrars office
233801,"GRAND WESTERN CANAL, BASIN AND VISITORS CENTRE",,CANAL HILL,,TIVERTON,DEVON,EX16 4HX,225.00,296311.00,112347.00,Tiverton CP,MID DEVON,Countryside,Freehold,Country park / amenity area
234001,LARKBEARE HOUSE,,TOPSHAM ROAD,,EXETER,DEVON,EX2  4NG,1904.00,292338.00,91886.00,Exeter,EXETER,Corporate,Freehold,Conference / Training centre
234401,SOWTON MOOR LANE GYPSY SITE,,MOOR LANE,SOWTON INDUSTRIAL ESTATE,EXETER,DEVON,EX2  7JD,28.00,296627.00,92711.00,,EXETER,Gypsy Site,Freehold,Gypsy site
235601,FORMER MARJORIE MOORE DAY CENTRE,,MUDBANK LANE,,EXMOUTH,DEVON,EX8  3EG,362.00,300069.00,82024.00,Exmouth CP,EAST DEVON,Older People & Physical Disability,Freehold,Surplus 5 years
240101,STATION YOUTH CENTRE - OTTERY ST MARY,,,RAILWAY STATION,OTTERY ST MARY,DEVON,EX11 1AH,348.00,309269.00,95150.00,Ottery St. Mary CP,EAST DEVON,Youth services,Freehold,Integrated Youth Support Centre
240801,ROADMANS - MILL ROAD COUNCIL HOUSE,,MILL ROAD,,BARNSTAPLE,DEVON,EX31 1JQ,0,255292.00,133471.00,Barnstaple CP,NORTH DEVON,Highway Management,Freehold but entirely leased off by others,Staff house
241001,1 DCC COTTAGE - DUNSFORD,,,RIVERSIDE,DUNSFORD,DEVON,EX6  7EG,0,280580.00,88435.00,Dunsford CP,TEIGNBRIDGE,Highway Management,Freehold but entirely leased off by others,Staff house
243201,1 DCC COTTAGES - CLYST HONITON,,,,CLYST HONITON,DEVON,EX5  2NF,0,298792.00,93540.00,Clyst Honiton CP,EAST DEVON,Highway Management,Freehold but entirely leased off by others,Staff house
246401,ELBURY CLOSE GYPSY SITE,,,"ELBURY CLOSE, BROADCLYST",EXETER,DEVON,EX5  3BU,0,299175.00,96953.00,Broad Clyst CP,EAST DEVON,Gypsy Site,Leasehold,Gypsy site
247301,TORRIDGE DISTRICT OFFICE,,ABBOTSHAM ROAD,,BIDEFORD,DEVON,EX39 3AT,452.00,244788.00,126616.00,Bideford CP,TORRIDGE,Finance & Business Support,Mixed Tenure,Offices
247801,BARNSTAPLE SIGN SHOP,,,"POTTINGTON INDUSTRIAL ESTATE, UPCOTT AVENUE",BARNSTAPLE,DEVON,EX31 1HN,705.00,254322.00,134028.00,Barnstaple CP,NORTH DEVON,Highway Management,Freehold but entirely leased off by others,Highways and bridges depot
247901,SEVEN BRETHREN RECYCLING CENTRE,,,SEVEN BRETHREN BANK,BARNSTAPLE,DEVON,EX31 2AS,0,255802.00,132227.00,Barnstaple CP,NORTH DEVON,"Waste, Engineering & Transport",Leasehold,Waste disposal facility
248001,KILLICLEAVE RECYCLING CENTRE,,BARNSTAPLE ROAD,,ILFRACOMBE,DEVON,EX34 9QN,0,253065.00,146671.00,Ilfracombe CP,NORTH DEVON,"Waste, Engineering & Transport",Leasehold,Waste disposal facility
248101,LYN DOWN RECYCLING CENTRE,,LYN DOWN,CHERITON ROAD,LYNTON,DEVON,EX35 6LE,,272672.00,147342.00,Lynton and Lynmouth CP,NORTH DEVON,"Waste, Engineering & Transport",Freehold,Waste disposal facility
248501,KNAPP COPSE LOCAL NATURE RESERVE,,SEATON ROAD,SIDBURY,SIDMOUTH,DEVON,EX10 0QH,,315538.00,95265.00,Sidmouth CP,EAST DEVON,Countryside,Freehold,Country park / amenity area
249101,IVYBRIDGE DEPOT,,ERMINGTON ROAD,WESTOVER INDUSTRIAL ESTATE,IVYBRIDGE,DEVON,PL21 9ES,795.00,263408.00,55674.00,Ivybridge CP,SOUTH HAMS,Highway Management,Freehold,Highways and bridges depot
250101,INFORMATION SIGN AT MOTORWAY SERVICES,,SIDMOUTH ROAD,SANDYGATE,EXETER,DEVON,EX2  7JL,,296732.00,91869.00,Exeter,EXETER,Planning Economy & Transport,Ground Lease,Tourist Information Point
252901,PINHOE RECYCLING CENTRE,,PINBROOK ROAD,PINHOE TRADING ESTATE,EXETER,DEVON,EX4  8JA,,295566.00,94101.00,Exeter,EXETER,"Waste, Engineering & Transport",Ground Lease,Waste disposal facility
254601,MORETONHAMPSTEAD SALT DEPOT,,KINGS BRIDGE,STATION ROAD,MORETONHAMPSTEAD,DEVON,TQ13 8NQ,248.00,275988.00,85663.00,Moretonhampstead CP,TEIGNBRIDGE,Highway Management,Freehold,Highways and bridges depot
256401,SIDMOUTH YOUTH CENTRE,,MANSTONE LANE,,SIDMOUTH,DEVON,EX10 9TU,291.00,312657.00,89163.00,Sidmouth CP,EAST DEVON,Youth services,Freehold,Integrated Youth Support Centre
257501,PLUSS ORGANISATION EXETER (EQUIPPING) LTD,22,MARSH GREEN ROAD,,EXETER,DEVON,EX2  8PQ,149.60,292161.00,90833.00,Exeter,EXETER,Pluss Organisation,Freehold but entirely leased off by others,Sheltered workshop
257701,MARSHLANDS DAY CENTRE,,HARBOUR ROAD,,SEATON,DEVON,EX12 2LT,518.30,324684.00,89908.00,Seaton CP,EAST DEVON,Older People & Physical Disability,Freehold,Day centre for older people
258901,141 BEACON LANE,141,BEACON LANE,,EXETER,DEVON,EX4  8LR,0,294358.00,94229.00,Exeter,EXETER,Childrens Services,Leasehold but entirely leased off by others,Staff house
259101,145 BEACON LANE,145,BEACON LANE,,EXETER,DEVON,EX4  8LR,0,294373.00,94241.00,Exeter,EXETER,Childrens Services,Leasehold but entirely leased off by others,Staff house
259801,TEIGNMOUTH & DAWLISH CHILDRENS CENTRE,,MILL LANE,,TEIGNMOUTH,DEVON,TQ14 9BQ,213.20,293090.00,73160.00,,TEIGNBRIDGE,Childrens Services,Leasehold,Childrens Centre
260001,PETROCKSTOWE DEPOT,,,STATION YARD,PETROCKSTOWE,DEVON,EX20 3QG,61.00,251708.00,110486.00,Petrockstow CP,TORRIDGE,Highway Management,Freehold,Highways and bridges depot
260301,EXETER THE EXCHANGE,,MOUNT PLEASANT ROAD,,EXETER,DEVON,EX4  7AE,122.00,293072.00,93628.00,Exeter,EXETER,Learning Disability,Freehold,Learning disabilities centre
261401,MULLACOTT CROSS INDUSTRIAL ESTATE-CHADWICK,,,,ILFRACOMBE,DEVON,EX34 8PL,,251646.00,144050.00,West Down CP,NORTH DEVON,Planning Economy & Transport,Freehold,Surplus 12 months
261402,MULLACOTT CROSS INDUSTRIAL ESTATE-PORTER,,,,ILFRACOMBE,DEVON,EX34 8PL,,251744.00,144035.00,West Down CP,NORTH DEVON,Planning Economy & Transport,Freehold,Surplus 12 months
261501,FORMER TEIGN HOUSE,,KINGSTEIGNTON ROAD,,NEWTON ABBOT,DEVON,TQ12 2QG,850.00,286212.00,71572.00,,TEIGNBRIDGE,Surplus property / land,Freehold,Surplus 5 years
261701,BIDEFORD INTEGRATED YOUTH AND FAMILY CENTRE,,KINGSLEY ROAD,,BIDEFORD,DEVON,EX39 2PF,897.20,245453.00,126878.00,Bideford CP,TORRIDGE,Youth services,Freehold,Integrated Youth Support Centre
263501,CREDITON YOUTH CENTRE,,,"OLD HAYWARDS SCHOOL, EAST STREET",CREDITON,DEVON,EX17 3AX,338.00,283700.00,100092.00,Crediton CP,MID DEVON,Youth services,Leasehold,Integrated Youth Support Centre
263701,CREDITON ARTS CENTRE,,EAST STREET,,CREDITON,DEVON,EX17 3AX,259.00,283678.00,100113.00,Crediton CP,MID DEVON,Education Administration,Leasehold,Held for an agreed Community use
264101,BICKLEIGH DOWN CHURCH OF ENGLAND PRIMARY SCHOOL,,SCHOOL DRIVE,WOOLWELL,PLYMOUTH,DEVON,PL6  7JW,2379.00,250805.00,61503.00,Bickleigh (South Hams) CP,SOUTH HAMS,Education Schools,Church Owned with DCC Freehold of Playing Field,Primary school
264601,LEMONFORD DEPOT,,,LEMONFORD FARM,BICKINGTON,DEVON,TQ12 6JR,119.00,279518.00,72113.00,Bickington CP,TEIGNBRIDGE,Highway Management,Freehold,Highways and bridges depot
265101,PARRACOMBE BEACON DOWN DEPOT,,,"BEACON DOWN, MARTINHOE",PARRACOMBE,DEVON,EX31 4QT,707.00,266836.00,145785.00,Martinhoe CP,NORTH DEVON,Highway Management,Leasehold,Highways and bridges depot
266301,HALBERTON GRAND WESTERN CANAL DEPOT,,PULLENS CROSS,TIVERTON ROAD,HALBERTON,DEVON,EX16 7AJ,94.00,299612.00,113198.00,Halberton CP,MID DEVON,Countryside,Freehold,Depot / storage block
267401,NEWPORT COMMUNITY SCHOOL BARNSTAPLE,,LANDKEY ROAD,NEWPORT,BARNSTAPLE,DEVON,EX32 9BW,2036.00,256984.00,132201.00,Barnstaple CP,NORTH DEVON,Education Schools,Academy,Primary school
269701,HAYES TOR DEPOT,,EXETER ROAD,STICKLEPATH,OKEHAMPTON,DEVON,EX20 2JJ,390.00,263806.00,94524.00,Sticklepath CP,WEST DEVON,Highway Management,Freehold,Highways and bridges depot
271901,FORMER THROWLEIGH RESIDENTIAL CENTRE,,PROVIDENCE,THROWLEIGH,OKEHAMPTON,DEVON,EX20 2HZ,262.00,267599.00,89215.00,Throwleigh CP,WEST DEVON,Education Administration,Freehold but entirely leased off by others,Outdoor Education Centre
272701,ALPHINGTON PRIMARY SCHOOL,,WHEATSHEAF WAY,ALPHINGTON,EXETER,DEVON,EX2  8RQ,2135.00,291544.00,90145.00,Exeter,EXETER,Education Schools,Freehold,Primary school
273601,RYDON PRIMARY SCHOOL,,RYDON ROAD,KINGSTEIGNTON,NEWTON ABBOT,DEVON,TQ12 3LP,2123.00,287355.00,73807.00,Kingsteignton CP,TEIGNBRIDGE,Education Schools,Academy,Primary school
273901,BURRINGTON DEPOT SITE ONLY,,,"ADJOINING RIVERSIDE GARAGE, SOUTH MOLTON ROAD",BURRINGTON,DEVON,EX37 9JS,,266038.00,117356.00,Burrington CP,NORTH DEVON,Highway Management,Freehold,Highways and bridges depot
276001,OKEHAMPTON RAILWAY STATION CAR PARK AND DOWNSIDE BUILDING,,STATION ROAD,,OKEHAMPTON,DEVON,EX20 1EJ,0,259229.00,94437.00,Okehampton CP,WEST DEVON,Highway Management,Freehold,Road / Rail Transport Initiative
276002,OKEHAMPTON RAILWAY STATION-LAND LEASED TO DARTMOOR ACTIVE LEISURE,,STATION ROAD,,OKEHAMPTON,DEVON,EX20 1EJ,120.00,259306.00,94419.00,Okehampton CP,WEST DEVON,Highway Management,Freehold but entirely leased off by others,Road / Rail Transport Initiative
276003,OKEHAMPTON RAILWAY STATION BUILDING SHARED WITH DARTMOOR RAILWAY,,STATION ROAD,,OKEHAMPTON,DEVON,EX20 1EJ,0,259209.00,94441.00,Okehampton CP,WEST DEVON,Highway Management,Freehold,Road / Rail Transport Initiative
276101,COUNTESS WEAR COMMUNITY SCHOOL,,GLASSHOUSE LANE,,EXETER,DEVON,EX2  7BS,2767.20,294618.00,89561.00,Exeter,EXETER,Education Schools,Freehold,Primary school
277101,NORTH DEVON DISTRICT HOSPITAL,,RALEIGH PARK,,BARNSTAPLE,DEVON,EX31 4JB,157.00,256448.00,134454.00,Barnstaple CP,NORTH DEVON,Finance & Business Support,Memo of Arrangement / User Agreement,Hospital and prison office
277601,ROSEBANK DAY CENTRE,,DERBY ROAD,,BARNSTAPLE,DEVON,EX32 7EZ,390.00,256317.00,133651.00,Barnstaple CP,NORTH DEVON,Older People & Physical Disability,Freehold,Day centre for older people
277701,19A ALEXANDRA ROAD,19A,ALEXANDRA ROAD,,BARNSTAPLE,DEVON,EX32 8BA,129.00,256165.00,133191.00,Barnstaple CP,NORTH DEVON,Finance & Business Support,Freehold,Offices
278101,INFORMATION SIGN AT LITTLE CHEF,,M5 MOTORWAY JUNCTION 27,BURLESCOMBE,TIVERTON,DEVON,EX16 7BS,,304857.00,113912.00,,MID DEVON,Planning Economy & Transport,Ground Lease,Tourist Information Point
278601,NORTH DEVON LIBRARY & RECORD OFFICE,,TULY STREET,,BARNSTAPLE,DEVON,EX31 1EL,2560.90,255629.00,133354.00,Barnstaple CP,NORTH DEVON,Library & Information Services,Ground Lease,Library
278901,SPRINGFIELD RESOURCE CENTRE,,CHANTERS ROAD,,BIDEFORD,DEVON,EX39 2QN,470.00,245441.00,127438.00,Bideford CP,TORRIDGE,Older People & Physical Disability,Freehold,Day centre for older people
280401,SITE OF FORMER 1-6 ALLER COTTAGES,2-6,ALLER COTTAGES,TORQUAY ROAD,NEWTON ABBOT,DEVON,TQ12 2LJ,,287531.00,69418.00,Newton Abbot CP,TEIGNBRIDGE,Highway Management,Freehold,Held for future development
282701,BIDEFORD ARTS CENTRE,,THE QUAY,,BIDEFORD,DEVON,EX39 2EY,687.00,245500.00,126866.00,Bideford CP,TORRIDGE,Adult & Community Learning,Freehold,Adult and Community Learning Centre
283401,WELLPARK COMMUNITY RESOURCE CENTRE,1/2,WELL PARK,WESTERN ROAD,HOLSWORTHY,DEVON,EX22 6DH,204.00,234292.00,104048.00,Holsworthy CP,TORRIDGE,Older People & Physical Disability,Freehold,Community Resource centre
283601,OKEHAMPTON SALT STORE AND DEPOT,,EXETER ROAD,,OKEHAMPTON,DEVON,EX20 1QA,577.50,260452.00,95552.00,Okehampton Hamlets CP,WEST DEVON,Highway Management,Freehold,Highways and bridges depot
284501,WOODS FARM RECYCLING CENTRE,,SIDMOUTH ROAD,BOWD,SIDMOUTH,DEVON,EX10 0JS,0,310452.00,90739.00,Ottery St. Mary CP,EAST DEVON,"Waste, Engineering & Transport",Freehold,Waste disposal facility
284601,HONITON NEWHOLME,,NORTHCOTE LANE,,HONITON,DEVON,EX14 1NH,267.00,316172.00,100756.00,Honiton CP,EAST DEVON,Learning Disability,Freehold,Learning disabilities centre
284701,ORCHARD HOUSE FAMILY CENTRE,21,ASHBURTON ROAD,,NEWTON ABBOT,DEVON,TQ12 1NH,328.00,285094.00,71550.00,Newton Abbot CP,TEIGNBRIDGE,Childrens Services,Freehold,Family Centre
284901,HOLSWORTHY COMMUNITY HOSPITAL OFFICES,,DOBLES LANE,,HOLSWORTHY,DEVON,EX22 6JG,0,234586.00,104717.00,,TORRIDGE,Health & Social Care Partnership,Unknown Agreement,Offices
285001,JERRARD WING HONITON HOSPITAL OFFICE,,MARLPITS LANE,,HONITON,DEVON,EX14 2DE,0,316468.00,100159.00,Honiton CP,EAST DEVON,Health & Social Care Partnership,Unknown Agreement,Offices
285501,CHULMLEIGH PRIMARY,,BEACON ROAD,,CHULMLEIGH,DEVON,EX18 7AA,977.00,268822.00,114668.00,Chulmleigh CP,NORTH DEVON,Education Schools,Academy,Primary school
286001,LAND AT HENLEY HOUSE CREDITON,,,"THE PARK ESTATE, POUGHILL",CREDITON,DEVON,EX17 3PR,,283400.00,99350.00,,MID DEVON,Surplus property / land,Freehold,Surplus 12 months
286501,LOWER MOOR DEPOT,,LOMAN WAY,"TIVERTON BUSINESS PARK, LOWER MOOR",TIVERTON,DEVON,EX16 6SR,780.00,297160.00,113406.00,Tiverton CP,MID DEVON,Highway Management,Freehold,Highways and bridges depot
286701,THE PHOENIX CLUB,,BURNTHOUSE LANE,,EXETER,DEVON,EX2  6NF,143.00,294261.00,91450.00,Exeter,EXETER,Youth services,Leasehold,Integrated Youth Support Centre
286801,CLYST HONITON LAYBY AND PICNIC SITE,,C832 LAYBY,CLYST HONITON,EXETER,DEVON,EX5  2LZ,,299169.00,94033.00,Clyst Honiton CP,EAST DEVON,Highway Management,Freehold,Tourist parking / toilets
286901,DENBURY CAMP,,DENBURY DOWN LANE,TORBRYAN,NEWTON ABBOT,DEVON,TQ12 6DU,,281558.00,68604.00,Denbury and Torbryan CP,TEIGNBRIDGE,Countryside,Freehold,Country park / amenity area
287001,ST MARYS CHURCH OF ENGLAND PRIMARY SCHOOL BRIXTON,,ELLIOTS HILL,BRIXTON,PLYMOUTH,DEVON,PL8  2AG,945.00,255164.00,51959.00,Brixton CP,SOUTH HAMS,Education Schools,Church Owned with DCC Freehold of Playing Field,Primary school
287101,PLUSS ORGANISATION (BARNSTAPLE) LTD-FREEHOLD EX GOVERNMENT TRAINING SITE,,RIVERSIDE ROAD,POTTINGTON INDUSTRIAL ESTATE,BARNSTAPLE,DEVON,EX31 1QN,982.00,254370.00,133844.00,Barnstaple CP,NORTH DEVON,Pluss Organisation,Freehold,Sheltered workshop
287102,PLUSS ORGANISATION (BARNSTAPLE) LTD-LEASEHOLD EX NOONCREST FACTORY UNIT,,RIVERSIDE ROAD,POTTINGTON INDUSTRIAL ESTATE,BARNSTAPLE,DEVON,EX31 1QN,1070.00,254330.00,133862.00,Barnstaple CP,NORTH DEVON,Pluss Organisation,Leasehold,Sheltered workshop
287103,PLUSS ORGANISATION (BARNSTAPLE) LTD-TEAM SERVICES BUILDING,,RIVERSIDE ROAD,POTTINGTON INDUSTRIAL ESTATE,BARNSTAPLE,DEVON,EX31 1QN,0,254280.00,133882.00,Barnstaple CP,NORTH DEVON,Pluss Organisation,Leasehold,Sheltered workshop
287201,CHUDLEIGH CHURCH OF ENGLAND COMMUNITY PRIMARY SCHOOL-MAIN SCHOOL SITE,,LAWN DRIVE,CHUDLEIGH,NEWTON ABBOT,DEVON,TQ13 0LS,2324.00,286776.00,79270.00,Chudleigh CP,TEIGNBRIDGE,Education Schools,Church Owned with DCC Freehold of Playing Field,Primary school
287202,CHUDLEIGH CHURCH OF ENGLAND COMMUNITY PRIMARY SCHOOL-PLAYGROUND,,LAWN DRIVE,CHUDLEIGH,NEWTON ABBOT,DEVON,TQ13 0LS,,286745.00,79344.00,Chudleigh CP,TEIGNBRIDGE,Education Schools,Memo of Arrangement / User Agreement,Primary school
287301,THE DUCHY SCHOOL BRADNINCH,,BOWLEY MEADOW,BRADNINCH,EXETER,DEVON,EX5  4RF,1166.00,299521.00,103488.00,Bradninch CP,MID DEVON,Education Schools,Academy,Primary school
287401,STOVER COUNTRY PARK,,STOVER,TEIGNGRACE,NEWTON ABBOT,DEVON,TQ12 6QC,224.00,283530.00,75317.00,Teigngrace CP,TEIGNBRIDGE,Countryside,Freehold,Country park / amenity area
287701,EAST HILL PICNIC SITE,,,WHITECROSS WOOD,OTTERY ST MARY,DEVON,EX11 1QE,,311779.00,93126.00,Ottery St. Mary CP,EAST DEVON,Highway Management,Freehold,Tourist parking / toilets
287801,HALDON RIDGE PICNIC SITE,,,"WOODLANDS COVERT, KENN",EXETER,DEVON,EX6  7XS,,290427.00,83920.00,Kenn CP,TEIGNBRIDGE,Highway Management,Freehold,Tourist parking / toilets
288001,TRIMSTONE CROSS PICNIC SITE,,,WEST DOWN,ILFRACOMBE,DEVON,EX34 8NT,,250341.00,142950.00,West Down CP,NORTH DEVON,Highway Management,Freehold,Tourist parking / toilets
288301,OKEHAMPTON PRIMARY SCHOOL AND FOUNDATION UNIT,,GLENDALE ROAD,,OKEHAMPTON,DEVON,EX20 1JB,2836.00,258652.00,95534.00,Okehampton CP,WEST DEVON,Education Schools,Freehold,Primary school
288501,THE TOPSHAM PRIMARY SCHOOL,,ORCHARD WAY,TOPSHAM,EXETER,DEVON,EX3  0DN,1425.60,296301.00,88372.00,Exeter,EXETER,Education Schools,Freehold,Primary school
289501,FORMER THE LANTERN YOUTH & COMMUNITY CENTRE - ILFRACOMBE,,HIGH STREET,,ILFRACOMBE,DEVON,EX34 9QB,817.00,251632.00,147528.00,Ilfracombe CP,NORTH DEVON,Youth services,Leasehold,Integrated Youth Support Centre
289801,CANADA HILL COMMUNITY PRIMARY SCHOOL,,ABBOTSRIDGE DRIVE,EAST OGWELL,NEWTON ABBOT,DEVON,TQ12 6YS,1614.00,284788.00,70196.00,Ogwell CP,TEIGNBRIDGE,Education Schools,Freehold,Primary school
290501,ATKINSON SECURE UNIT,,NORTHBROOK HOME,BEACON LANE,EXETER,DEVON,EX4  8NA,1390.00,294445.00,93980.00,Exeter,EXETER,Childrens Services,Trust Agreement,Special Unit
290701,LAND AT LONGSTONE CROSS,,LONGSTONE CROSS,ASHBURTON,NEWTON ABBOT,DEVON,TQ13 7EN,,275991.00,70878.00,Ashburton CP,TEIGNBRIDGE,Education Administration,Freehold,Surplus 5 years
290801,WEST HILL PRIMARY SCHOOL,,BEECH PARK,WEST HILL,OTTERY ST MARY,DEVON,EX11 1UQ,1607.00,306784.00,93826.00,Ottery St. Mary CP,EAST DEVON,Education Schools,Freehold,Primary school
290901,NORTH MOLTON SCHOOL,,FORE STREET,NORTH MOLTON,SOUTH MOLTON,DEVON,EX36 3HL,779.50,273386.00,129620.00,North Molton CP,NORTH DEVON,Education Schools,Freehold,Primary school
292901,SOUTH MOLTON COMMUNITY INFANTS SCHOOL,,NORTH ROAD,,SOUTH MOLTON,DEVON,EX36 3BA,1018.00,271075.00,126193.00,South Molton CP,NORTH DEVON,Education Schools,Freehold,Primary school
293501,WYWURREE INDEPENDENT LIVING SKILLS CENTRE,,ADDISON ROAD,,NEWTON ABBOT,DEVON,TQ12 4NA,106.00,287203.00,70547.00,Newton Abbot CP,TEIGNBRIDGE,Highway Management,Freehold,Learning disabilities centre
294701,COPSTONE SALT DEPOT,,,PARKHAM,BIDEFORD,DEVON,EX39 5PR,415.00,238069.00,120590.00,Parkham CP,TORRIDGE,Highway Management,Freehold,Highways and bridges depot
294901,STONEY BRIDGE DEPOT,,,KNOWLE,BRAUNTON,DEVON,EX33 2NE,,249301.00,139116.00,Braunton CP,NORTH DEVON,Highway Management,Freehold,Highways and bridges depot
295001,DOLTON BEACON SALT DEPOT,,DOLTON,ASHREIGNEY,WINKLEIGH,DEVON,EX19 8PS,541.50,258925.00,113701.00,Ashreigney CP,TORRIDGE,Highway Management,Freehold,Highways and bridges depot
295501,GATEHOUSE PRIMARY SCHOOL,,SECMATON LANE,GATEHOUSE FARM,DAWLISH,DEVON,EX7  0LW,2269.10,296210.00,77616.00,Dawlish CP,TEIGNBRIDGE,Education Schools,Freehold,Primary school
299101,HOLSWORTHY CHURCH OF ENGLAND PRIMARY SCHOOL-MAIN SCHOOL SITE,,SANDERS LANE,,HOLSWORTHY,DEVON,EX22 6HD,1701.70,234249.00,104252.00,Holsworthy CP,TORRIDGE,Education Schools,Church Owned with DCC Freehold of Playing Field,Primary school
299102,HOLSWORTHY CHURCH OF ENGLAND PRIMARY SCHOOL-GREAT OAK MEADOW,,SANDERS LANE,,HOLSWORTHY,DEVON,EX22 6HD,,234249.00,104172.00,Holsworthy CP,TORRIDGE,Education Schools,Freehold,Primary school
299201,HOLELAKE QUARRY,,HUNTSHAM ESTATE,HOCKWORTHY,TIVERTON,DEVON,EX16 7NW,,303530.00,119137.00,,MID DEVON,"Waste, Engineering & Transport",Memo of Arrangement / User Agreement,Waysoil and inert waste tip
300201,LAND FOR PROPOSED ROUNDSWELL PRIMARY SCHOOL,,OLD BIDEFORD ROAD,ROUNDSWELL ESTATE,BARNSTAPLE,DEVON,EX31 2DE,,254398.00,131837.00,Tawstock CP,NORTH DEVON,Planning Economy & Transport,Freehold,Held for future sale
300301,ORCHARD VALE COMMUNITY SCHOOL-MAIN SCHOOL SITE,,WESTACOTT ROAD,WHIDDON VALLEY ESTATE,BARNSTAPLE,DEVON,EX32 8QY,2033.40,258324.00,132863.00,Barnstaple CP,NORTH DEVON,Education Schools,Academy,Primary school
300401,THE HAYRIDGE,,,EXETER HILL,CULLOMPTON,DEVON,EX15 1DJ,754.60,302017.00,107088.00,Cullompton CP,MID DEVON,Library & Information Services,Freehold,Library
300601,DARTMOUTH YOUTH CENTRE,,IVY LANE,,DARTMOUTH,DEVON,TQ6  9QQ,289.40,287613.00,51385.00,Dartmouth CP,SOUTH HAMS,Youth services,Freehold,Integrated Youth Support Centre
301601,EXETER  NOY SCOTT HOUSE HOSPITAL OFFICES,,BARRACK ROAD,,EXETER,DEVON,EX2 5DW,0,293558.00,92209.00,Exeter,EXETER,Finance & Business Support,Memo of Arrangement / User Agreement,Hospital and prison office
301701,TORBAY HOSPITALS OFFICE,,NEWTON ROAD,,TORQUAY,DEVON,TQ2 7AA,0,289860.00,65879.00,,EAST DEVON,Health & Social Care Partnership,Unknown Agreement,Offices
301801,WOODLANDS PARK PRIMARY SCHOOL,,ABBOT ROAD,CORNWOOD ROAD,IVYBRIDGE,DEVON,PL21 9TF,1817.40,262495.00,56400.00,Ivybridge CP,SOUTH HAMS,Education Schools,Freehold,Primary school
301901,KNOWLE FARM QUARRY TIP,,KNOWLE FARM,HOLMACOTT,NEWTON TRACEY,DEVON,EX39 4LR,,249735.00,128449.00,"Horwood, Lovacott and Newton Tracey CP",NORTH DEVON,"Waste, Engineering & Transport",Freehold,Waysoil and inert waste tip
302001,DEVON HOUSE,,BRUNEL ROAD,,NEWTON ABBOT,DEVON,TQ12 4PB,317.40,286925.00,70942.00,Newton Abbot CP,TEIGNBRIDGE,Childrens Services,Trust Agreement,Offices
302401,SOWTON INDUSTRIAL ESTATE FREEHOLD REVERSIONS,,MOOR LANE,SOWTON INDUSTRIAL ESTATE,EXETER,DEVON,EX2  7LD,,296328.00,92187.00,,EXETER,Planning Economy & Transport,Joint Freehold with District,Unsaleable
302501,ROUNDSWELL INDUSTRIAL ESTATE,,,TAWSTOCK,BARNSTAPLE,DEVON,EX31 2DE,,253532.00,131442.00,Fremington CP,NORTH DEVON,Planning Economy & Transport,Freehold,Surplus 5 years
302801,CLOVELLY ROAD INDUSTRIAL ESTATE RESIDUAL ROAD INFRASTRUCTURE,,CLOVELLY ROAD,,BIDEFORD,DEVON,EX39 3HN,,243359.00,125854.00,,TORRIDGE,Planning Economy & Transport,Freehold,Highway Infrastucture
303301,EXETER AIRPORT BUSINESS PARK RESIDUAL ROAD INFRASTRUCTURE,,,CLYST HONITON,EXETER,DEVON,EX5  2LJ,,300492.00,93242.00,,EAST DEVON,Planning Economy & Transport,Freehold,Highway Infrastucture
303701,HONITON INDUSTRIAL ESTATE RESIDUAL ROAD INFRASTRUCTURE,,OTTERY MOOR LANE,,HONITON,DEVON,EX14 8AR,,315628.00,100569.00,,EAST DEVON,Planning Economy & Transport,Freehold,Unsaleable
303801,TIVERTON LIBRARY,,PHOENIX LANE,,TIVERTON,DEVON,EX16 6SA,616.00,295678.00,112384.00,Tiverton CP,MID DEVON,Library & Information Services,Leasehold,Library
303901,DEVON TRAVEL ACADEMY,,WESTPOINT,CLYST ST MARY,EXETER,DEVON,EX5  1DJ,238.40,298614.00,91116.00,Sowton CP,EAST DEVON,Highway Management,Leasehold,Road safety unit
304201,YEALMPTON PRIMARY SCHOOL,,STRAY PARK,YEALMPTON,PLYMOUTH,DEVON,PL8  2HF,1568.00,257411.00,51571.00,Yealmpton CP,SOUTH HAMS,Education Schools,Academy,Primary school
